"title", price, sold, size, url
"Stio Mens Board Shorts CFS Maritime Blue Floral 2330 Size 33 19" 2018 Swim Trunk", $39.88, Available, Unknown, https://www.ebay.com/itm/Stio-Mens-Board-Shorts-CFS-Maritime-Blue-Floral-2330-Size-33-19-2018-Swim-Trunk/114238249621?hash=item1a99215a95:g:PCYAAOSwEmNezfNd
"Stio Celestial Downwater Board Shorts Mens 2058 Guster Sz 33 Swim Trunks Suit", $39.99, Available, Unknown, https://www.ebay.com/itm/Stio-Celestial-Downwater-Board-Shorts-Mens-2058-Guster-Sz-33-Swim-Trunks-Suit/114238221054?hash=item1a9920eafe:g:gD8AAOSwuOdezfDE
"2019 Topps Allen & Ginter Baseball Gold Hot Box - Pick A Player - Cards 1-200", $1.79, Available, Unknown, https://www.ebay.com/itm/2019-Topps-Allen-Ginter-Baseball-Gold-Hot-Box-Pick-A-Player-Cards-1-200/143614159767?hash=item2170122b97:g:wc4AAOSwBAFeyyQD
"$1.00 Women's & Men's Fashion Catalog - STIO Summer 2020 - 52 Pages", $1.00, Available, Unknown, https://www.ebay.com/itm/1-00-Womens-Mens-Fashion-Catalog-STIO-Summer-2020-52-Pages/224021606912?hash=item3428ba7200:g:7k8AAOSwyw1eymwe
"Stio Women Blue Long Sleeve Button-Down Shirt M", $29.99, Available, Unknown, https://www.ebay.com/itm/Stio-Women-Blue-Long-Sleeve-Button-Down-Shirt-M/303577148704?hash=item46ae9bad20:g:SncAAOSwspReymRb
"Stio Lone Tree Men's Shirt X-Large Quiet Grey Plaid NWT", $79.99, Available, Large, https://www.ebay.com/itm/Stio-Lone-Tree-Mens-Shirt-X-Large-Quiet-Grey-Plaid-NWT/254606312924?hash=item3b47b805dc:g:f8AAAOSwUQleyaiU:sc:USPSFirstClass!94024!US!-1
"Pair Front CV Joint Axle Assembly Fit Saturn Ion Standard Trans M86 2.0L 05-07", $101.51, Available, Unknown, https://www.ebay.com/itm/Pair-Front-CV-Joint-Axle-Assembly-Fit-Saturn-Ion-Standard-Trans-M86-2-0L-05-07/324173656096?epid=2215632984&hash=item4b7a417020:g:MVUAAOSwqBtexzld
"Men’s Stio Alpiner Hooded Jacket XXL black POLARTEC Alpha", $125.00, Available, Unknown, https://www.ebay.com/itm/Men-s-Stio-Alpiner-Hooded-Jacket-XXL-black-POLARTEC-Alpha/153942072090?hash=item23d7a99b1a:g:Oj0AAOSwgRZexws2
"New Stio Womens XL Environ Yellow Snow Pants $389", $169.95, Available, Unknown, https://www.ebay.com/itm/New-Stio-Womens-XL-Environ-Yellow-Snow-Pants-389/202997799823?hash=item2f439c9b8f:g:eX4AAOSwJ65exp8G:sc:USPSPriority!94024!US!-1
"2019 Allen & Ginter Mini - You Pick - #1-200 - Post Malone", $1.49, Available, Unknown, https://www.ebay.com/itm/2019-Allen-Ginter-Mini-You-Pick-1-200-Post-Malone/402269070202?hash=item5da91ae37a:g:5CIAAOSwmjZexbq9
