"title", price, sold, size, url
"RARE Brandy Melville John Galt Navy Blue White Trim Tank Top Cami OS", $14.99, Available, Unknown, https://www.ebay.com/itm/RARE-Brandy-Melville-John-Galt-Navy-Blue-White-Trim-Tank-Top-Cami-OS/303603352869?hash=item46b02b8525:g:onAAAOSwz3JesHbj
"brandy melville john galt rare cheetah leopard collared button up caroline crop", $13.50, Available, Unknown, https://www.ebay.com/itm/brandy-melville-john-galt-rare-cheetah-leopard-collared-button-up-caroline-crop/324206782229?hash=item4b7c3ae715:g:O0kAAOSwByVe8Qq~
"Brandy Melville Womens One Size Green John Galt Green long sleeve", $20.00 $30.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-Womens-One-Size-Green-John-Galt-Green-long-sleeve/383601892794?hash=item5950745dba:g:ac4AAOSwsVVe8QcN
"Brandy Melville John Galt Baby Blue Ruched Tube Top One Size", $15.00 $25.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Baby-Blue-Ruched-Tube-Top-One-Size/184337717950?hash=item2aeb625abe:g:BvIAAOSw1N1e1VZm
"John Galt Red Crop Top - Sz S", $4.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Red-Crop-Top-Sz-S/392848192238?hash=item5b7793b2ee:g:EdMAAOSw-m1e0WaX
"John Galt XS Grey Short Shorts W Ruffle Preowned. So Cute", $9.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-XS-Grey-Short-Shorts-W-Ruffle-Preowned-So-Cute/274405367285?hash=item3fe3d59df5:g:IjcAAOSwAWJe3oHS
"Brandy Melville John Galt White Pullover Hoodie Sweatshirt Los Angeles Calif OS", $32.99, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-White-Pullover-Hoodie-Sweatshirt-Los-Angeles-Calif-OS/224054242854?hash=item342aac6e26:g:VrYAAOSwPmde8OWh
"John Galt Brandy Melville Light Blue/Periwinkle 1/4 Zip Sweatshirt Size Small", $18.00 $26.00, Available, Small, https://www.ebay.com/itm/John-Galt-Brandy-Melville-Light-Blue-Periwinkle-1-4-Zip-Sweatshirt-Size-Small/392848074890?hash=item5b7791e88a:g:tGkAAOSwWcBe8OHs
"Brandy Melville - John Galt Red,White, Blue Striped T-shirt One Size (UK10)", $6.89, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Red-White-Blue-Striped-T-shirt-One-Size-UK10/193531036381?hash=item2d0f5942dd:g:IDUAAOSwpIhe3mWB
"John Galt California Tee T-Shirt Black w/California Republic One Size", $12.00, Available, Unknown, https://www.ebay.com/itm/John-Galt-California-Tee-T-Shirt-Black-w-California-Republic-One-Size/383601570869?hash=item59506f7435:g:JNEAAOSwndte8Ml1
"John Galt California Tee T-Shirt White w/California Republic on Pocket One Size", $9.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-California-Tee-T-Shirt-White-w-California-Republic-on-Pocket-One-Size/333632566563?hash=item4dae0cf523:g:kRwAAOSwVzxe8Lcn
"John Galt Women Gray Long Sleeve Top One Size", $15.99, Available, Unknown, https://www.ebay.com/itm/John-Galt-Women-Gray-Long-Sleeve-Top-One-Size/124231642748?hash=item1cecc86e7c:g:25kAAOSwOPVe8JmW
"Brandy Melville / John Galt Red Malibu Shirt", $17.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Red-Malibu-Shirt/233626621924?hash=item36653b57e4:g:gTkAAOSwOwJe8Fas
"Brandy Melville John Galt Los Angeles Blue and White Long Sleeve Graphic Tee", $15.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Los-Angeles-Blue-and-White-Long-Sleeve-Graphic-Tee/313123105135?hash=item48e797696f:g:kK8AAOSwITReUGir
"Brandy Melville John Galt Zip Up Light Jacket Hooded ONE SIZE", $27.99, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Zip-Up-Light-Jacket-Hooded-ONE-SIZE/203028416915?hash=item2f456fc993:g:yOwAAOSwxnVeWJ0Z:sc:USPSFirstClass!94024!US!-1
"Brandy Melville John Galt Thin Knit Brown and White Sweater Crop One Size", $8.50, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Thin-Knit-Brown-and-White-Sweater-Crop-One-Size/283922849565?hash=item421b1edf1d:g:mp8AAOSwN5Ze8DOC
"BRANDY MELVILLE JOHN GALT NEW YORK LAILA THERMAL TOP(flaw)", $16.00, Available, Unknown, https://www.ebay.com/itm/BRANDY-MELVILLE-JOHN-GALT-NEW-YORK-LAILA-THERMAL-TOP-flaw/363027846602?hash=item54862555ca:g:8jMAAOSwBhJeyzbf
"Brandy Melville John Galt Pink Blush Stretch Corduroy Juliette Skirt Small", $22.50, Available, Small, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Pink-Blush-Stretch-Corduroy-Juliette-Skirt-Small/143637722848?hash=item217179b6e0:g:fqkAAOSwyt9e8CoS
"Brandy Melville John Galt Blue & White Striped California Ringer Tee One Size", $4.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-John-Galt-Blue-White-Striped-California-Ringer-Tee-One-Size/373090619762?hash=item56ddef1172:g:pj8AAOSwCdVe4uWm
"NEW BRANDY MELVILLE JOHN GALT DENIM HIGH WAIST SKIRT XS", $19.99, Available, Unknown, https://www.ebay.com/itm/NEW-BRANDY-MELVILLE-JOHN-GALT-DENIM-HIGH-WAIST-SKIRT-XS/233626462962?hash=item366538eaf2:g:F3QAAOSwpZhe8BRH
"Brandy Melville Im Actually In A Committed Relationship Pizza Tank Top John Galt", $22.00 $29.00, Available, Unknown, https://www.ebay.com/itm/Brandy-Melville-Im-Actually-In-A-Committed-Relationship-Pizza-Tank-Top-John-Galt/283922652990?hash=item421b1bdf3e:g:9rIAAOSwKX9bgGXC
"John Galt LNDN Sweater, one size", $25.00, Available, Unknown, https://www.ebay.com/itm/John-Galt-LNDN-Sweater-one-size/143637627714?hash=item2171784342:g:JwkAAOSw6gpe5rU6
