"title", price, sold, size, url
"Stio girls jacket size 12", $45, Available, 12G, https://poshmark.com/listing/Stio-girls-jacket-size-12-5e25e3ccb3e917d7866d2424
"STIO REVERSIBLE JACKET", $85, Available, L, https://poshmark.com/listing/STIO-REVERSIBLE-JACKET-5e2273ecafade89618615a28
"Stio Harkin Snap Shirt", $60, Available, L, https://poshmark.com/listing/Stio-Harkin-Snap-Shirt-5e1795d92f4831721f8d9d07
"Unisex Stio Long Sleeve 1/4 Zip Sweater M Blue", $64, Available, M, https://poshmark.com/listing/Unisex-Stio-Long-Sleeve-14-Zip-Sweater-M-Blue-5e148bceafc282688fe8f26a
"Women's Stio Idyll Hooded Sweater S Blue/Grey", $148, Available, S, https://poshmark.com/listing/Womens-Stio-Idyll-Hooded-Sweater-S-BlueGrey-5e11f2ff6ce3ccdf29233f91
"Boys and girls jackets", $30, Available, , https://poshmark.com/listing/Boys-and-girls-jackets-5e0ab5c421696879c3fe79e8
"STIO Men’s L Polartec Reversible Insulated Jacket", $140, Available, L, https://poshmark.com/listing/STIO-Mens-L-Polartec-Reversible-Insulated-Jacket-5e0a8d4fde696ae280b2e1fd
"Stio 1202 W’s Idyll hooded merino wool sweater", $148, Available, S, https://poshmark.com/listing/Stio-1202-Ws-Idyll-hooded-merino-wool-sweater-5e06737b241483969b7de8b0
"Stio unisex long sleeve 1/4 zip sweater", $79, Available, M, https://poshmark.com/listing/Stio-unisex-long-sleeve-14-zip-sweater-5df99f8dfe19c74fa6a8a9a6
"Stio W’s 1084 Raymer Jacket Small Orion Blue", $350, Available, S, https://poshmark.com/listing/Stio-Ws-1084-Raymer-Jacket-Small-Orion-Blue-5df67da159670490f739547f
"Stio Aqua green zip polo short sleeve shirt size L", $30, Available, L, https://poshmark.com/listing/Stio-Aqua-green-zip-polo-short-sleeve-shirt-size-L-5deda9916a7fbafc0e46a61e
"Stio Woolsey Jacket Wool Blend Coat Large", $200, Available, L, https://poshmark.com/listing/Stio-Woolsey-Jacket-Wool-Blend-Coat-Large-5de8311fb3e91767cfd44036
"North Face Rain jacket", $35, Available, XS, https://poshmark.com/listing/North-Face-Rain-jacket-5de9d27d0c5e3b2012cfa7d4
"Stio Mens Azura Vest Small S Black Primaloft NWT", $74, Available, , https://poshmark.com/listing/Stio-Mens-Azura-Vest-Small-S-Black-Primaloft-NWT-5de677d4eeb5237db4a07424
"Stio shirt", $45, Available, M, https://poshmark.com/listing/Stio-shirt-5de30b5019c15735d1b73f7a
"Kids Stio CFS Jacket/Size 14/Very Good Condition", $28, Available, Unisex 14, https://poshmark.com/listing/Kids-Stio-CFS-JacketSize-14Very-Good-Condition-5dd91dbd2cc51537f08cb008
"Stio Youth Boys Size 4 3007 Kids Harkin Snap Shirt", $25, Available, 4B, https://poshmark.com/listing/Stio-Youth-Boys-Size-4-3007-Kids-Harkin-Snap-Shirt-5dd0bc7c4776dfc48024a636
"EUC Stio Cropped Legging, Sz S", $15, Available, S, https://poshmark.com/listing/EUC-Stio-Cropped-Legging-Sz-S-5dcb12d8969d1f27057b3615
"Cloudveil xs primaloft jacket", $45, Available, XS, https://poshmark.com/listing/Cloudveil-xs-primaloft-jacket-5db8a307ffc2d4b1911bd627
"Forever 21 Womens Striped Sweater Sz L Gold Blue", $8, Available, L, https://poshmark.com/listing/Forever-21-Womens-Striped-Sweater-Sz-L-Gold-Blue-5da8d950bbf076698ac91277
"Womens’ Stio Quarter Zip Fleece", $65, Available, L, https://poshmark.com/listing/Womens-Stio-Quarter-Zip-Fleece-5d925c5529f030bb0558b0b3
"Stio Button Up Flannel in Blush Color Size S", $25, Available, S, https://poshmark.com/listing/Stio-Button-Up-Flannel-in-Blush-Color-Size-S-5d86863f15281242b1591e5e
"Stio Brand Women’s Stettner Microfleece Half Zip", $75, Available, L, https://poshmark.com/listing/Stio-Brand-Womens-Stettner-Microfleece-Half-Zip-5d69de8b8d653d1c808eef15
"Stio Lone Tree Shirt NWOT", $76, Available, 6, https://poshmark.com/listing/Stio-Lone-Tree-Shirt-NWOT-5d55957874af4763fb70ba28
"NEW Stio PTV Crew - Technical Top", $70, Available, M, https://poshmark.com/listing/NEW-Stio-PTV-Crew-Technical-Top-5d53665d689ebc5579618af0
"Stio Winter Reversable Jacket", $40, Available, XL, https://poshmark.com/listing/Stio-Winter-Reversable-Jacket-5d52337fc2835c4c7e72b87e
"Stio hoodie", $90, Available, M, https://poshmark.com/listing/Stio-hoodie-5d4c639c8d653d34e7958d94
"STILL IN PLASTIC Stio W’s Rivet Jean", $95, Available, 6, https://poshmark.com/listing/STILL-IN-PLASTIC-Stio-Ws-Rivet-Jean-5c82948412cd4a5c5f4b0f0c
"Stop Puffer Vest", $80, Available, M, https://poshmark.com/listing/Stop-Puffer-Vest-5c7af2413e0caa8fb5d47e98
"Blue Fleece jacket", $9, Available, , https://poshmark.com/listing/Blue-Fleece-jacket-5c34e9012bd2f68a6b838fef
"Navy & White Ski Jacket", $35, Available, XS, https://poshmark.com/listing/Navy-White-Ski-Jacket-5c34e7b48a9b5a508e0c760f
"Stio Men’s Shorts Grey/Navy, Men’s Canvas Short", $29, Available, 32, https://poshmark.com/listing/Stio-Mens-Shorts-GreyNavy-Mens-Canvas-Short-5c02cbd83e0caa8916967638
"Stio down vest xs", $120, Available, XS, https://poshmark.com/listing/Stio-down-vest-xs-5be288775c44527badb16709
"Stio | Mens’s Eddy Plaid | Short Sleeve", $69, Available, XL, https://poshmark.com/listing/Stio-Menss-Eddy-Plaid-Short-Sleeve-5a94bdecdaa8f6cfb07c5c27
"Stio Coral Polo", $32, Available, S, https://poshmark.com/listing/Stio-Coral-Polo-5a88804542d18e1de3fdf8b8
"Women's Stio navy jacket", $100, Available, XS, https://poshmark.com/listing/Womens-Stio-navy-jacket-5889526b981829982b00a2b1
"STIO lightweight jacket", $40, Sold, M, https://poshmark.com/listing/STIO-lightweight-jacket-5ee8023193649f0e0931a065
"Stio Sweetwater Fleece Hoodie", $45, Sold, M, https://poshmark.com/listing/Stio-Sweetwater-Fleece-Hoodie-5ee7a18781a36cb8f322d28d
"STIO navy blue button up long sleeve shirt", $15, Sold, M, https://poshmark.com/listing/STIO-navy-blue-button-up-long-sleeve-shirt-5ee3bc8fae766fd649ecb7f5
"Womens sweet water fleece hoodie. NEW WITH TAGS", $85, Sold, M, https://poshmark.com/listing/Womens-sweet-water-fleece-hoodie-NEW-WITH-TAGS-5edec7be163df446b85abad7
"Stio outdoor pants", $60, Sold, 4, https://poshmark.com/listing/Stio-outdoor-pants-5edc15ab180136baa46ef705
"Men’s Stio zip up hoodie", $30, Sold, M, https://poshmark.com/listing/Mens-Stio-zip-up-hoodie-5eda82a56e28465d12d22285
"Stio black and blue puff coat", $80, Sold, S, https://poshmark.com/listing/Stio-black-and-blue-puff-coat-5ed9aaaf9c33783f7705b7ba
"*NEW* Women's Pinion Down Sweater", $85, Sold, M, https://poshmark.com/listing/NEW-Womens-Pinion-Down-Sweater-5ed5631b8d9be94a3d3a57c8
"Stio snap Fleece Shirt.", $45, Sold, M, https://poshmark.com/listing/Stio-snap-Fleece-Shirt-5ed4082f9c3378a1d2e093ee
"Stio Basin XT carryall bag", $75, Sold, OS, https://poshmark.com/listing/Stio-Basin-XT-carryall-bag-5ed266ea88cce3349cab9994
"Stio Sweatpants", $20, Sold, S, https://poshmark.com/listing/Stio-Sweatpants-5ed1714212d880e9db23c4cc
"Stio Hylas Crew Long Sleeve Sun Shirt XSmall", $35, Sold, XS, https://poshmark.com/listing/Stio-Hylas-Crew-Long-Sleeve-Sun-Shirt-XSmall-5ece89c2633cfca5611aafdc
"Stio Hylas Crew Long Sleeve Sun Shirt XSmall", $35, Sold, XS, https://poshmark.com/listing/Stio-Hylas-Crew-Long-Sleeve-Sun-Shirt-XSmall-5ece89014fd23ac9eb5ca6c8
"NWT Stio 2150 Dermizax Environ Jacket Medium", $190, Sold, M, https://poshmark.com/listing/NWT-Stio-2150-Dermizax-Environ-Jacket-Medium-5ec9e6e73d61197f3d27b336
"STIO rain jacket new never worn", $65, Sold, M, https://poshmark.com/listing/STIO-rain-jacket-new-never-worn-5ec97f04163df4e2c57808ad
"Stio Sweetwater fleece", $60, Sold, S, https://poshmark.com/listing/Stio-Sweetwater-fleece-5ec97794045e3998cd415606
"Stio shirt small", $10, Sold, S, https://poshmark.com/listing/Stio-shirt-small-5ec6ea114fd23a49f92807e6
"Stio Women’s Rivet Canvas Pant", $50, Sold, 8, https://poshmark.com/listing/Stio-Womens-Rivet-Canvas-Pant-5ec53e41074d24210104bd08
"Stio Women’s Grey Athletic Shorts", $25, Sold, 6, https://poshmark.com/listing/Stio-Womens-Grey-Athletic-Shorts-5ebe3ad89c3378c081ad637d
"Stio Second Light Short", $50, Sold, M, https://poshmark.com/listing/Stio-Second-Light-Short-5ebdec9cbb5937ad41a14811
"Stio - Men’s Second Light Short", $20, Sold, L, https://poshmark.com/listing/Stio-Mens-Second-Light-Short-5ebc56bd2a1eff21ba3f444a
"Stio Green Plaid Button Down Shirt M", $24, Sold, M, https://poshmark.com/listing/Stio-Green-Plaid-Button-Down-Shirt-M-5ebb0dc920fc708e4558b59b
"Stio Men's Gannett Peak Hooded Jacket - Medium", $50, Sold, M, https://poshmark.com/listing/Stio-Mens-Gannett-Peak-Hooded-Jacket-Medium-5ebb1ac012d880797470af70
"Men’s Stio Gannet Peak Half Zip Sweater medium", $28, Sold, M, https://poshmark.com/listing/Mens-Stio-Gannet-Peak-Half-Zip-Sweater-medium-5eb72a8d12d88070f63d5921
"Women’s Stio sweetwater fleece M", $55, Sold, M, https://poshmark.com/listing/Womens-Stio-sweetwater-fleece-M-5eb6e0d8e107bb2ff275a03d
"Stio Second Light Short", $50, Sold, M, https://poshmark.com/listing/Stio-Second-Light-Short-5eb5d306d737fd7a95d133ca
"Stio Pinion Down Pullover", $80, Sold, M, https://poshmark.com/listing/Stio-Pinion-Down-Pullover-5eb59ee6cb692c3e8804ad36
"Stio Alpha Alpine Reversible Jacket", $80, Sold, M, https://poshmark.com/listing/Stio-Alpha-Alpine-Reversible-Jacket-5eb55d6ce131644d779a213c
"Stio Thermop Fleece Shirt", $42, Sold, M, https://poshmark.com/listing/Stio-Thermop-Fleece-Shirt-5eb55cd27ec30c1f04c57bfb
"Stio Environ Bib Pants", $200, Sold, Small, https://poshmark.com/listing/Stio-Environ-Bib-Pants-5eb2ea45c693bd5229180b87
"Stio Womens Hometown Down Hooded Jacket - Medium", $120, Sold, M, https://poshmark.com/listing/Stio-Womens-Hometown-Down-Hooded-Jacket-Medium-5eb2d2e3a869d648a8af8b0e
"Stio Womens Alpha Alpine Pullover - Medium", $50, Sold, M, https://poshmark.com/listing/Stio-Womens-Alpha-Alpine-Pullover-Medium-5eb2d21047471aecba6089da
"Stio Light Weight Hooded Sweatshirt", $20, Sold, S, https://poshmark.com/listing/Stio-Light-Weight-Hooded-Sweatshirt-5eb2370ec936af07b467edc4
"STIO sweet water fleece jacket size small", $32, Sold, S, https://poshmark.com/listing/STIO-sweet-water-fleece-jacket-size-small-5eb0a0632f3d19c6efdbe24e
"Stio Sweetwater Hoodie", $40, Sold, S, https://poshmark.com/listing/Stio-Sweetwater-Hoodie-5eb05d017ec30c9cda24c3e4
"Stio Women Small Half Zip Pullover Fleece Jacket", $50, Sold, S, https://poshmark.com/listing/Stio-Women-Small-Half-Zip-Pullover-Fleece-Jacket-5eaf61e9a03b6d93d1b9970f
"Stio Downwater Anorak", $40, Sold, S, https://poshmark.com/listing/Stio-Downwater-Anorak-5eaf3f1a93649f4055a04391
"Stio Camo Insulated Snap Shirt", $55, Sold, XS, https://poshmark.com/listing/Stio-Camo-Insulated-Snap-Shirt-5eaf3ded691412805ce63398
"Teal Stio Hometown Down Jacket", $50, Sold, S, https://poshmark.com/listing/Teal-Stio-Hometown-Down-Jacket-5eaf3a71633cfc1e84bd4b3a
"Stio | Men’s Hometown Down Hooded Vest | NWT", $63, Sold, L, https://poshmark.com/listing/Stio-Mens-Hometown-Down-Hooded-Vest-NWT-5eadf3586200d1d7ed89ff84
"Stio button up jacket", $35, Sold, L, https://poshmark.com/listing/Stio-button-up-jacket-5ea9c190efd0e48111bb0c29
"NWT Stio Thermop Fleece Snap", $85, Sold, XL, https://poshmark.com/listing/NWT-Stio-Thermop-Fleece-Snap-5ea73d7d284e99f0c517104c
