"title", price, sold, size, url
"lily rose red sleeveless lace mini dress small", $15, Available, S, https://poshmark.com/listing/lily-rose-red-sleeveless-lace-mini-dress-small-5ef2933a81a36cb1e8fb1748
"forever 21 navy plaid smocked crop top small", $14, Available, S, https://poshmark.com/listing/forever-21-navy-plaid-smocked-crop-top-small-5ef2928e3bad6dc9c421a218
"forever 21 blue wrap tank crop top small", $10, Available, S, https://poshmark.com/listing/forever-21-blue-wrap-tank-crop-top-small-5ef291cde107bbbd0b86e2d2
"Brandy Melville John Galt Mini denim skirt", $18, Available, S, https://poshmark.com/listing/Brandy-Melville-John-Galt-Mini-denim-skirt-5ef28e8c691412651705954e
"JOHN GALT SWEATSHIRT O/S", $10, Available, O/S, https://poshmark.com/listing/JOHN-GALT-SWEATSHIRT-OS-5ef28e5a60fdeda8a680ab21
"COPY - RARE Brandy Melville Carmel-By-The-Sea Shi…", $14, Available, S, https://poshmark.com/listing/COPY-RARE-Brandy-Melville-CarmelByTheSea-Shi-5ef28edb7ec30c51c330ee1a
"First Aid Kit Band Tee", $20, Available, S, https://poshmark.com/listing/First-Aid-Kit-Band-Tee-5ef28ded3cda885648733279
"Brandy Melville John Galt Navy Joggers", $20, Available, S, https://poshmark.com/listing/Brandy-Melville-John-Galt-Navy-Joggers-5ef28b2e7ec30ce42830ce5d
"Brandy Melville cropped New York top", $25, Available, S, https://poshmark.com/listing/Brandy-Melville-cropped-New-York-top-5ef28ab4045e39d7c94302f6
"Brandy Melville/ John Galt Button Up Collard Top", $12, Available, ONE SIZE, https://poshmark.com/listing/Brandy-Melville-John-Galt-Button-Up-Collard-Top-5ef28a3193649f609a325322
"Brandy Melville sweatpants", $36, Available, XS, https://poshmark.com/listing/Brandy-Melville-sweatpants-5ef289b8074d242903d7c353
"NWT Brandy Melville Jeans", $32, Available, 24, https://poshmark.com/listing/NWT-Brandy-Melville-Jeans-5ef26e6d2ca9ab31e1e1430e
"White tshirt", $18, Available, OS, https://poshmark.com/listing/White-tshirt-5ef2834888cce3d7cc09d646
"Brandy Melville John galt high waisted mom jeans", $30, Available, 24, https://poshmark.com/listing/Brandy-Melville-John-galt-high-waisted-mom-jeans-5ef282af3cda88164a72d78c
"Rare brandy tee", $13, Available, One size, https://poshmark.com/listing/Rare-brandy-tee-5ef281e39e15597b0fe83689
"John Galt Light pink tee", $15, Available, OS, https://poshmark.com/listing/John-Galt-Light-pink-tee-5ef27c9cefd0e42925d540ec
"ISO Brandy Melville Brown Arden and On Fire Top", $1000, Available, XS, https://poshmark.com/listing/ISO-Brandy-Melville-Brown-Arden-and-On-Fire-Top-5ef2794409d760b05292b4c0
"Pink Velvet PacSun/John Galt Shorts (NEVER WORN)", $20, Available, One size fits all, https://poshmark.com/listing/Pink-Velvet-PacSunJohn-Galt-Shorts-NEVER-WORN-5ef277c1446e59f79c97d163
"brandy melville • john galt gray sweatpant joggers", $15, Available, S, https://poshmark.com/listing/brandy-melville-john-galt-gray-sweatpant-joggers-5ef27755691412db3104d9f7
"brandy melville crew neck", $9, Available, S, https://poshmark.com/listing/brandy-melville-crew-neck-5ef27722163df4dfc74e4580
"John galt isabell half zip vintage sweatshirt grey", $25, Available, One size, https://poshmark.com/listing/John-galt-isabell-half-zip-vintage-sweatshirt-grey-5ef27603bb593725a6e72697
"John Galt by Brandy Melville Distressed Jean Short", $15, Available, S, https://poshmark.com/listing/John-Galt-by-Brandy-Melville-Distressed-Jean-Short-5ef2702c727b3eaf0bf2de5b
"PACSUN John Galt Piper black cargo pants", $25, Available, 24, https://poshmark.com/listing/PACSUN-John-Galt-Piper-black-cargo-pants-5ef23a91bb5937ab2659fa2b
